Year,County,Latitude,Longitude,Soybean,Corn,SeasonalPrep,SeasonalTmax,SeasonalTmin,SeasonalAvgTmax,SeasonalAvgTmin,WetDays,DaysA30,DaysB10,DaysB_2,GDD
1997,KENDALL,41.59053599,-88.42882338,2724,7734,354.3566667,36.11666667,-2.653333333,24.38185792,11.44970856,43,32,67,1,2484.771667
1998,KENDALL,41.59053599,-88.42882338,3497,10693,584.7033333,34.59,0.54,25.81612022,13.68262295,68,36,46,0,2750.565
1999,KENDALL,41.59053599,-88.42882338,3026,9079,654.03,36.62,-0.336666667,25.11925319,12.68681239,57,41,60,0,2624.321667
2000,KENDALL,41.59053599,-88.42882338,2757,10088,748.58,34.37333333,-2.97,24.64222222,12.48814208,71,16,54,2,2596.23
2001,KENDALL,41.59053599,-88.42882338,2825,8944,595.05,34.96,-3.006666667,25.29041894,12.86777778,72,44,55,2,2630.343334
2002,KENDALL,41.59053599,-88.42882338,2556,7667,481.7166667,34.78666667,-0.49,25.7817122,13.813898,60,54,50,0,2767.471667
2003,KENDALL,41.59053599,-88.42882338,2354,11500,620.27,34.20666667,-2.226666667,24.65859745,12.33892532,59,26,65,1,2563.69
2004,KENDALL,41.59053599,-88.42882338,3497,12240,620.0933333,31.92333333,-0.413333333,24.7198725,12.67672131,58,12,51,0,2592.695
2005,KENDALL,41.59053599,-88.42882338,2757,7398,363.46,36.30666667,-1.643333333,26.39535519,14.04916211,39,58,44,0,2813.596667
2006,KENDALL,41.59053599,-88.42882338,3564,12374,644.5166667,36.17333333,-0.613333333,24.82870674,13.43657559,61,30,56,0,2657.02
2007,KENDALL,41.59053599,-88.42882338,3363,12307,638.8666667,34.15666667,-0.213333333,26.74471767,14.36765027,54,52,35,0,2866.07
2008,KENDALL,41.59053599,-88.42882338,3161,11836,723.1666667,33.72,0.11,24.86063752,12.87437158,60,21,50,0,2624.81
2009,KENDALL,41.59053599,-88.42882338,3161,12038,681.1166667,34.50666667,-1.576666667,23.33550091,12.16333333,69,12,55,0,2434.3
2010,KENDALL,41.59053599,-88.42882338,3477,11338,652.4666667,33.7,-0.136666667,26.08123862,13.99586521,62,48,49,0,2806.713334
2011,KENDALL,41.59053599,-88.42882338,3658,11116,787.935819,36.94444444,-0.555555556,24.61445052,13.85853066,63,40,48,0,2658.611111
2012,KENDALL,41.59053599,-88.42882338,2925,6886,383.9188833,38.33333333,-0.833333333,25.89708561,13.74620522,49,61,54,0,2737.222223
2013,KENDALL,41.59053599,-88.42882338,3484,12253,661.5941023,35,-1.111111111,24.83758348,13.60503947,62,22,44,0,2669.861111
2014,KENDALL,41.59053599,-88.42882338,-99,-99,722.9063762,31.38888889,-2.5,23.69914997,12.81876138,67,4,53,1,2530
2015,KENDALL,41.59053599,-88.42882338,-99,-99,641.9952808,32.5,-1.111111111,24.27899211,13.41833637,61,18,44,0,2613.75
2016,KENDALL,41.59053599,-88.42882338,-99,13907,766.7044428,33.05555556,1.944444444,25.38858531,14.83606557,64,25,33,0,2817.361111
2017,KENDALL,41.59053599,-88.42882338,3961,14089,776.3509999,33.88888889,1.666666667,24.89678203,13.44110504,54,24,39,0,2637.5
2018,KENDALL,41.59053599,-88.42882338,4089,13988,677.4561,34.72222222,-2.777777778,25.56769885,14.49301761,64,47,33,2,2808.194445
2019,KENDALL,41.59053599,-88.42882338,3860,12925,1022.35,33.88888889,-0.277777778,24.88767456,13.67941712,82,30,46,0,2684.305556
1950,KNOX,40.9317539,-90.21339724,1849,3766,661.615,34.315,-1.36,24.66387978,13.0595082,47,24,46,0,2618.445
1951,KNOX,40.9317539,-90.21339724,1984,4304,672.385,35.62,-2.905,24.7023224,13.53934426,63,27,43,1,2655.8975
1952,KNOX,40.9317539,-90.21339724,2152,4573,613.55,36.18,-4.905,26.50620219,13.68581967,58,57,48,3,2803.8975
1953,KNOX,40.9317539,-90.21339724,1917,3901,418.715,37.57,-3.385,26.71562842,13.39759563,51,65,58,4,2765.7175
1954,KNOX,40.9317539,-90.21339724,2018,4237,628.06,37.28,-0.63,26.5918306,14.34980874,65,61,48,0,2826.255
1955,KNOX,40.9317539,-90.21339724,2118,4304,577.775,37.28,2.72,27.1576776,14.56273224,55,60,43,0,2855.0125
1956,KNOX,40.9317539,-90.21339724,2118,4909,568.585,37.725,-5.39,26.0710929,12.83827869,45,44,54,3,2732.295
1957,KNOX,40.9317539,-90.21339724,1984,4640,472.95,35.445,-0.33,25.71754098,13.95540984,59,44,43,0,2740.0925
1958,KNOX,40.9317539,-90.21339724,2118,5178,581.28,34.005,-2.255,24.99038251,12.56155738,69,27,51,1,2607.5325
1959,KNOX,40.9317539,-90.21339724,1984,5044,609.405,35.385,-1.7,26.14172131,14.36887978,68,59,42,0,2827.3825
1960,KNOX,40.9317539,-90.21339724,1984,4304,620.145,35,-0.94,25.33808743,13.61674863,70,26,37,0,2695.655
1961,KNOX,40.9317539,-90.21339724,2085,5447,715.435,34.125,-5.155,25.07251366,12.50956284,67,42,61,1,2635.4075
1962,KNOX,40.9317539,-90.21339724,1917,5582,440.37,34.73,-3.715,26.5260929,13.965,52,46,38,1,2814.0525
1963,KNOX,40.9317539,-90.21339724,2152,5515,448.66,36.9,-0.97,26.42377049,13.35595628,45,51,44,0,2744.51
1964,KNOX,40.9317539,-90.21339724,1917,5582,477.32,36.17,-3.315,26.07825137,13.46213115,52,54,48,1,2747.15
1965,KNOX,40.9317539,-90.21339724,2085,6254,709.03,35.175,0.405,25.23311475,13.41972678,76,27,43,0,2693.7
1966,KNOX,40.9317539,-90.21339724,2287,6187,534.85,37.63,-3.16,25.20098361,12.3220765,55,44,64,1,2595.485
1967,KNOX,40.9317539,-90.21339724,2320,7129,623.065,33.72,-3.52,23.82486339,11.83672131,71,20,70,1,2481.395
1968,KNOX,40.9317539,-90.21339724,2522,6187,475.255,35.08,-0.48,25.21087432,13.09428962,60,42,54,0,2648.6825
1969,KNOX,40.9317539,-90.21339724,2791,7196,734.085,35.42,-0.99,25.08972678,13.38874317,63,31,48,0,2686.1025
1970,KNOX,40.9317539,-90.21339724,2387,4640,972.145,36.205,0.455,25.66644809,14.12754098,78,32,38,0,2763.405
1971,KNOX,40.9317539,-90.21339724,2623,7330,353.345,36.095,0.71,25.99153005,13.16557377,46,57,54,0,2726.6375
1972,KNOX,40.9317539,-90.21339724,2724,8070,635.42,33.6,-1.765,24.90262295,13.37715847,65,43,53,0,2655.6775
1973,KNOX,40.9317539,-90.21339724,2488,7263,811.42,34.21,0.905,25.22644809,14.5013388,76,35,32,0,2755.4025
1974,KNOX,40.9317539,-90.21339724,1782,6322,612.195,35.51,-2.7,24.22243169,12.67734973,66,27,55,1,2553.405
1975,KNOX,40.9317539,-90.21339724,2791,8541,631.795,33.135,0.355,25.37401639,13.6957377,65,42,52,0,2712.985
1976,KNOX,40.9317539,-90.21339724,2724,8339,623.34,35.76,-0.62,25.04469945,12.24918033,41,32,59,0,2589.0325
1977,KNOX,40.9317539,-90.21339724,2791,7330,710.895,36.95,-0.755,25.99491803,13.79874317,66,42,34,0,2765.7125
1978,KNOX,40.9317539,-90.21339724,2724,8070,572.72,34.13,-1.3,25.17745902,13.3713388,66,49,55,0,2690.4475
1979,KNOX,40.9317539,-90.21339724,2959,8675,381.285,33.94,-3.685,25.1252459,12.32204918,51,33,63,2,2620.2325
1980,KNOX,40.9317539,-90.21339724,2690,6591,650.46,36.925,-1.77,26.35256831,13.49748634,57,51,59,0,2772.7575
1981,KNOX,40.9317539,-90.21339724,2959,9079,700.77,34.54,-0.04,24.37863388,12.97150273,73,16,51,0,2602.7475
1982,KNOX,40.9317539,-90.21339724,2892,8810,699.705,34.445,-2.305,25.05275956,13.18986339,64,21,48,1,2648.94
1983,KNOX,40.9317539,-90.21339724,2589,5447,422.27,38.875,-4.96,26.69101093,13.68265027,55,73,56,5,2781.9375
1984,KNOX,40.9317539,-90.21339724,2556,8272,521.345,34.76,-1.105,25.03964481,12.85265027,66,38,54,0,2646.9425
1985,KNOX,40.9317539,-90.21339724,2993,8541,451.67,34.405,-0.315,25.2415847,13.21647541,73,25,43,0,2661.225
1986,KNOX,40.9317539,-90.21339724,3161,9415,763.86,34.02,-4.03,25.36923497,13.78939891,70,27,42,1,2736.5075
1987,KNOX,40.9317539,-90.21339724,2858,8272,399.76,36.62,-3.165,26.66672131,14.15674863,59,55,47,3,2832.56
1988,KNOX,40.9317539,-90.21339724,2320,4237,253.99,38.515,-3.005,27.30980874,13.39680328,34,66,53,1,2825.875
1989,KNOX,40.9317539,-90.21339724,2925,5985,534.34,35.845,-1.77,24.77702186,12.77407104,54,25,57,0,2620.2275
1990,KNOX,40.9317539,-90.21339724,2959,9012,790.635,35.35,-2.08,24.37226776,13.65254098,76,23,50,1,2639.5975
1991,KNOX,40.9317539,-90.21339724,3531,8675,481.145,35.45,-0.86,26.08065574,14.44278689,56,54,44,0,2844.8375
1992,KNOX,40.9317539,-90.21339724,3127,9953,529.26,33,0.275,23.70245902,11.97983607,61,10,61,0,2468.575
1993,KNOX,40.9317539,-90.21339724,3127,8944,952.275,32.84,-2.585,23.90439891,13.28256831,86,23,51,2,2595
1994,KNOX,40.9317539,-90.21339724,3463,11231,378.875,35.11,0.785,25.30516393,12.9176776,56,31,50,0,2641.9925
1995,KNOX,40.9317539,-90.21339724,2925,7801,659.515,37.55,0.005,24.94959016,13.50666667,63,48,54,0,2666.0125
1996,KNOX,40.9317539,-90.21339724,3194,9751,637.155,33.625,0.04,24.00095628,12.59546448,53,28,58,0,2531.4075
1997,KNOX,40.9317539,-90.21339724,3463,9751,609.035,34.79,-2.845,24.62959016,13.01284153,46,35,54,1,2610.5925
1998,KNOX,40.9317539,-90.21339724,3665,10357,609.865,35.14,0.29,25.51445355,14.90833333,60,35,38,0,2818.285
1999,KNOX,40.9317539,-90.21339724,3363,10357,664.965,35.965,0.865,25.1134153,13.76106557,50,34,50,0,2692.135
2000,KNOX,40.9317539,-90.21339724,3228,10222,644.105,35.77,-3.135,25.22718579,13.74519126,80,25,47,2,2727.4975
2001,KNOX,40.9317539,-90.21339724,3228,11164,608.595,34.61,-1.775,25.38636612,13.74521858,73,35,48,0,2710.945
2002,KNOX,40.9317539,-90.21339724,3430,11365,610.47,34.385,0.205,25.90008197,14.18464481,63,58,48,0,2812.405
2003,KNOX,40.9317539,-90.21339724,2623,12172,554.725,35.65,-2.545,24.90740437,13.02415301,57,30,58,1,2620.7625
2004,KNOX,40.9317539,-90.21339724,3699,13047,580.41,32.48,-0.015,25.17715847,13.47368852,63,15,40,0,2686.92
2005,KNOX,40.9317539,-90.21339724,3026,8272,332.855,37.7,-2.31,27.3565847,14.89434426,43,68,35,1,2939.545
2006,KNOX,40.9317539,-90.21339724,3363,11298,470.5,36.68,-1.84,25.95770492,14.23068306,60,46,49,0,2800.715
2007,KNOX,40.9317539,-90.21339724,3430,13047,523.72,34.515,1.995,27.60953552,15.37431694,45,55,27,0,3006.3325
2008,KNOX,40.9317539,-90.21339724,3564,13450,770.225,33.335,-0.205,24.9126776,13.09530055,61,21,48,0,2641.175
2009,KNOX,40.9317539,-90.21339724,3161,12509,882.53,34.72,-1.515,23.45300546,12.5354918,62,13,54,0,2471.5275
2010,KNOX,40.9317539,-90.21339724,3948,10753,897.755,33.56,1.22,26.01745902,14.41431694,68,44,51,0,2840.1825
2011,KNOX,40.9317539,-90.21339724,4163,11399,650.9808333,36.48148148,-2.037037039,24.81785064,13.14814815,55,44,58,1,2643.888889
2012,KNOX,40.9317539,-90.21339724,3759,10814,503.8132333,38.70370372,-1.85185185,26.14450516,12.77474196,46,57,58,0,2699.537037
2013,KNOX,40.9317539,-90.21339724,3806,12845,709.8410999,36.11111111,-2.222222222,25.11384335,13.1010929,55,36,52,1,2650.925926
2014,KNOX,40.9317539,-90.21339724,3840,13544,778.5354001,34.07407407,-4.259259261,24.00222627,12.42865817,64,14,54,1,2545.833334
2015,KNOX,40.9317539,-90.21339724,4250,13847,664.5571334,33.70370371,-2.407407406,25.01214329,13.45274236,53,22,43,1,2687.037037
2016,KNOX,40.9317539,-90.21339724,4277,15017,714.3496,34.72222222,1.111111111,25.86773932,14.7637118,57,33,36,0,2844.814815
2017,KNOX,40.9317539,-90.21339724,4284,15434,622.935,34.07407407,2.037037039,25.57275855,13.08540781,54,37,48,0,2661.620371
2018,KNOX,40.9317539,-90.21339724,4311,15232,724.606557,35.18518518,-3.518518517,26.06860959,14.38625784,61,52,36,4,2841.712963
2019,KNOX,40.9317539,-90.21339724,3759,13194,928.0694333,34.62962963,-0.925925928,25.02479255,13.96326655,72,34,43,0,2719.120371
1950,LASALLE,41.34402737,-88.88591678,1749,3632,500.5814286,34.55428571,-1.508571429,25.4036612,12.59822014,46,37,52,0,2633.525
1951,LASALLE,41.34402737,-88.88591678,1984,3968,577.3957143,34.94,-1.787142857,25.42028884,12.87114754,56,36,50,0,2663.123572
1952,LASALLE,41.34402737,-88.88591678,2018,4439,445.8757143,37.24,-3.941428571,27.13227947,13.32771272,57,67,56,2,2818.11
1953,LASALLE,41.34402737,-88.88591678,1681,3901,460.5785714,38.79571429,-3.025714286,27.38623731,13.01334895,55,67,59,2,2786.626429
1954,LASALLE,41.34402737,-88.88591678,2118,4506,589.0728572,38,-0.201428571,26.91043716,14.2220765,55,63,44,0,2838.825
1955,LASALLE,41.34402737,-88.88591678,1984,4170,529.0428571,38.81,2.611428571,27.74110851,14.46684621,46,72,45,0,2884.067858
1956,LASALLE,41.34402737,-88.88591678,2118,4842,381.4528571,39.06714286,-3.897142857,26.61444965,13.00543326,53,57,55,4,2781.617858
1957,LASALLE,41.34402737,-88.88591678,2152,4909,510.6357143,35.56571429,0.247142857,26.07615925,13.70808743,61,43,51,0,2766.849286
1958,LASALLE,41.34402737,-88.88591678,2085,4977,700.9057143,34.66142857,-1.854285714,25.42877439,12.94788447,57,30,56,0,2677.150715
1959,LASALLE,41.34402737,-88.88591678,2118,5111,547.0271428,36.07428571,-3.084285714,26.91448868,14.7079313,64,70,43,1,2891.126429
1960,LASALLE,41.34402737,-88.88591678,2051,5178,530.9114286,36.00714286,-0.147142857,25.84282592,13.86061671,61,41,39,0,2744.707858
1961,LASALLE,41.34402737,-88.88591678,2118,5313,646.1757143,35.24714286,-2.681428571,25.72474629,12.9064637,63,54,61,1,2702.636429
1962,LASALLE,41.34402737,-88.88591678,2118,5851,396.5157143,35.35571429,-4.837142857,26.94911007,14.00417642,45,52,36,1,2840.881429
1963,LASALLE,41.34402737,-88.88591678,2051,5515,399.9828571,37.28,0.04,26.86408275,12.94742389,52,51,55,0,2754.748572
1964,LASALLE,41.34402737,-88.88591678,2085,5649,429.5742857,36.48714286,-4.507142857,26.76693208,13.2317096,51,56,50,1,2776.693572
1965,LASALLE,41.34402737,-88.88591678,2186,6187,592.3385714,36.92571429,1.494285714,25.60960187,13.16544887,64,34,55,0,2686.047857
1966,LASALLE,41.34402737,-88.88591678,1984,5918,513.8642857,38.14857143,-3.198571429,25.63125683,12.38251366,58,48,58,1,2626.034286
1967,LASALLE,41.34402737,-88.88591678,1950,6658,443.1857143,33.79571429,-4.675714286,24.01023419,11.179516,70,25,74,2,2465.097143
1968,LASALLE,41.34402737,-88.88591678,2421,5716,422.34,35.60285714,-0.62,25.40021858,12.5136534,60,45,65,0,2630.074286
1969,LASALLE,41.34402737,-88.88591678,2589,7196,585.0157143,34.66714286,-1.837142857,25.15104606,12.48167057,68,38,64,0,2631.737857
1970,LASALLE,41.34402737,-88.88591678,2354,4371,989.8242857,37.19571429,0.501428571,26.06518345,13.48982045,81,44,44,0,2743.13
1971,LASALLE,41.34402737,-88.88591678,2354,6994,281.3114286,36.66857143,-1.428571429,27.06255269,12.64607338,42,71,61,0,2771.015715
1972,LASALLE,41.34402737,-88.88591678,2387,7398,778.3271429,34.94,-2.458571429,25.78288837,12.85080406,71,47,54,3,2688.139286
1973,LASALLE,41.34402737,-88.88591678,2488,7129,589.1042857,36.07714286,0.734285714,26.28370804,13.86086651,66,48,37,0,2784.787858
1974,LASALLE,41.34402737,-88.88591678,2018,5716,578.7071429,37.30142857,-3.845714286,25.34501171,11.8452459,55,37,61,2,2583.237143
1975,LASALLE,41.34402737,-88.88591678,2724,8137,638.9671429,34.71857143,-0.624285714,26.43567525,12.97565964,64,55,60,0,2752.759286
1976,LASALLE,41.34402737,-88.88591678,2152,6927,450.6957143,36.35571429,-1.067142857,26.42149883,11.34798595,41,56,72,0,2633.325
1977,LASALLE,41.34402737,-88.88591678,2690,7667,691.8528571,37.01428571,-2.378571429,26.96970336,13.13679938,60,60,48,2,2793.515
1978,LASALLE,41.34402737,-88.88591678,2354,7465,599.6714286,35.86714286,-1.595714286,26.51942233,12.88717408,59,67,57,0,2755.345
1979,LASALLE,41.34402737,-88.88591678,2925,8944,617.9514286,34.70285714,-0.522857143,26.22573771,12.40915691,49,48,69,0,2718.004286
1980,LASALLE,41.34402737,-88.88591678,2690,7465,549.1042857,36.99714286,-2.38,27.34174083,13.34172521,64,67,60,1,2836.062858
1981,LASALLE,41.34402737,-88.88591678,2925,8743,711.9885714,36.05714286,-0.415714286,25.49754098,12.76956284,68,32,56,0,2677.535
1982,LASALLE,41.34402737,-88.88591678,2690,9146,654.12,34.16428571,-0.554285714,26.04699454,13.08921155,59,42,53,0,2720.580715
1983,LASALLE,41.34402737,-88.88591678,2690,6389,539.0757143,38.96714286,-5.438571429,25.9630445,13.36174083,45,64,55,4,2719.587143
1984,LASALLE,41.34402737,-88.88591678,2556,8272,502.9628571,35.39142857,0.014285714,24.64637783,12.84880562,61,29,54,0,2607.975715
1985,LASALLE,41.34402737,-88.88591678,3026,9415,401.1028572,33.81571429,0.61,25.06247463,12.84649493,68,18,53,0,2632.913572
1986,LASALLE,41.34402737,-88.88591678,2925,9079,710.4285714,33.48857143,-5.947142857,24.7846292,13.39413739,59,22,45,2,2664.618572
1987,LASALLE,41.34402737,-88.88591678,2925,8944,586.6628571,36.52285714,-3.165714286,26.05342701,13.5940281,52,51,54,3,2764.472143
1988,LASALLE,41.34402737,-88.88591678,1816,5178,253.32,39.04571429,-4.067142857,27.04956284,12.64016393,30,64,61,4,2762.136429
1989,LASALLE,41.34402737,-88.88591678,2993,9146,556.5371429,36.22857143,-2.778571429,24.77883685,12.219758,53,28,61,1,2589.635715
1990,LASALLE,41.34402737,-88.88591678,2925,8406,811.8471428,36.27571429,-2.918571429,24.35511319,13.2190242,64,23,56,1,2606.659286
1991,LASALLE,41.34402737,-88.88591678,2421,6187,522.7428572,36.95285714,-0.165714286,26.58932865,13.91537861,48,58,46,0,2835.875715
1992,LASALLE,41.34402737,-88.88591678,3026,10020,549.8357143,33.40857143,-0.851428571,23.73446526,10.94973458,57,18,76,0,2409.528572
1993,LASALLE,41.34402737,-88.88591678,3060,8743,701.6728572,33.11142857,-1.565714286,24.01863388,12.75832162,66,24,63,0,2579.279286
1994,LASALLE,41.34402737,-88.88591678,3430,11567,420.2842857,34.82142857,0.112857143,25.20758782,12.35758002,45,36,58,0,2605.105715
1995,LASALLE,41.34402737,-88.88591678,2757,7734,508.3985714,38.09857143,-1.355714286,25.50551913,13.34145199,57,51,62,0,2699.132858
1996,LASALLE,41.34402737,-88.88591678,2724,9550,557.2114286,33.88285714,-1.151428571,23.8992662,11.87321624,53,27,65,0,2481.64
1997,LASALLE,41.34402737,-88.88591678,3060,8810,402.7028572,35.61857143,-2.61,24.71563622,11.52370023,44,33,68,2,2526.285715
1998,LASALLE,41.34402737,-88.88591678,3194,10020,595.0271428,34.9,0.707142857,25.94186573,13.80406714,54,45,42,0,2761.379286
1999,LASALLE,41.34402737,-88.88591678,3026,9550,539.0857143,37.99,0.295714286,25.64416081,12.35352849,52,46,66,0,2635.335715
2000,LASALLE,41.34402737,-88.88591678,3026,10222,694.4871429,36.16142857,-2.188571429,25.2069477,12.69568306,59,24,54,1,2652.866429
2001,LASALLE,41.34402737,-88.88591678,3094,10693,657.5814286,34.65571429,-1.908571429,25.41046058,12.89776737,61,41,57,0,2646.146429
2002,LASALLE,41.34402737,-88.88591678,3026,9146,481.4814286,36.05285714,-0.948571429,25.91023419,13.17054645,51,59,54,0,2732.520715
2003,LASALLE,41.34402737,-88.88591678,2287,10895,542.8928571,36.00571429,-2.801428571,25.16583138,11.83774395,51,29,69,2,2576.588572
2004,LASALLE,41.34402737,-88.88591678,3430,12038,576.9785714,33.01571429,-1.581428571,24.91296643,12.23440281,54,20,53,0,2582.486429
2005,LASALLE,41.34402737,-88.88591678,3161,9348,284.6857143,39.08285714,-2.552857143,26.855121,13.22839188,38,64,51,2,2778.875715
2006,LASALLE,41.34402737,-88.88591678,3564,12240,616.6028571,36.95857143,-1.414285714,25.00277908,12.91101483,65,35,58,0,2639.134286
2007,LASALLE,41.34402737,-88.88591678,3094,12509,739.51,33.81714286,-1.207142857,26.86640125,13.6132943,51,52,45,0,2826.941429
2008,LASALLE,41.34402737,-88.88591678,3228,12912,747.5042857,32.42,0.308571429,24.94685402,12.44974239,55,24,52,0,2600.421429
2009,LASALLE,41.34402737,-88.88591678,3094,12307,724.2914286,34.90857143,-1.174285714,23.37058548,11.93457455,71,11,54,0,2417.905715
2010,LASALLE,41.34402737,-88.88591678,3504,10955,589.9,34.26571429,-0.277142857,26.42928181,13.61869633,61,49,55,0,2816.369286
2011,LASALLE,41.34402737,-88.88591678,3988,11923,761.0436524,36.11111111,-0.370370372,24.99291641,13.00091075,75,44,62,0,2637.222223
2012,LASALLE,41.34402737,-88.88591678,3336,9065,430.0960118,39.07407406,-0.277777778,26.64086217,12.58803886,45,67,65,0,2710.87963
2013,LASALLE,41.34402737,-88.88591678,3732,12562,662.0919307,34.81481482,-1.111111111,25.31521959,12.31026108,62,32,59,0,2615.50926
2014,LASALLE,41.34402737,-88.88591678,4062,13309,704.6306776,32.03703704,-3.518518517,24.41712204,12.20603117,69,18,59,1,2557.916667
2015,LASALLE,41.34402737,-88.88591678,3907,11997,742.5827685,34.44444444,-1.85185185,24.9691358,13.15573771,70,22,45,0,2655
2016,LASALLE,41.34402737,-88.88591678,4116,13827,809.7242473,33.33333333,1.296296294,25.69115564,14.17830399,66,26,44,0,2791.944445
2017,LASALLE,41.34402737,-88.88591678,4089,14129,720.2199167,35,0.740740739,25.30257033,12.59613439,64,31,49,0,2608.240741
2018,LASALLE,41.34402737,-88.88591678,4512,14459,623.6872881,35.55555556,-3.888888889,25.78324226,13.83879781,65,46,38,4,2777.268519
2019,LASALLE,41.34402737,-88.88591678,3726,11823,1002.013618,33.88888889,-2.222222222,24.66757741,13.37431694,83,29,46,1,2646.064815
1950,LAKE,42.32327516,-88.00360621,1278,3564,515.58,32.84571429,-1.565714286,22.32590164,11.01548009,43,11,69,0,2283.659286
1951,LAKE,42.32327516,-88.00360621,1379,3363,581.4814286,32.22285714,-2.65,22.59033568,11.1101249,51,8,69,2,2313.967143
1952,LAKE,42.32327516,-88.00360621,1782,4506,441.8742857,34.5,-3.837142857,24.27749415,12.20197502,45,37,70,1,2528.799286
1953,LAKE,42.32327516,-88.00360621,1211,3295,381.5185714,37.79,-4.011428571,24.89356753,11.9375644,47,38,62,4,2547.559286
1954,LAKE,42.32327516,-88.00360621,1614,3632,743.8757143,34.72142857,-1.384285714,23.80027322,12.72534738,60,32,59,0,2525.97
1955,LAKE,42.32327516,-88.00360621,1345,3161,458.5714286,37.57857143,1.45,25.38,13.22418423,52,47,56,0,2651.445
1956,LAKE,42.32327516,-88.00360621,1849,4439,496.8957143,34.29714286,-3.902857143,23.18285714,11.41042155,52,17,71,4,2418.386429
1957,LAKE,42.32327516,-88.00360621,1782,4102,526.0385714,33.27142857,0.57,23.23946916,12.2130523,57,16,65,0,2435.711429
